Last6VFlow,VFlow
[42 20 28 27 21 26],21
[20 28 27 21 26 21],22
[28 27 21 26 21 22],25
[27 21 26 21 22 25],13
[21 26 21 22 25 13],7
[9 7 12 4 3 4],3
[7 12 4 3 4 3],0
[12 4 3 4 3 0],2
[4 3 4 3 0 2],0
[3 4 3 0 2 0],1
[4 3 0 2 0 1],0
[3 0 2 0 1 0],0
[0 2 0 1 0 0],6
[2 0 1 0 0 6],0
[0 1 0 0 6 0],4
[1 0 0 6 0 4],0
[0 0 6 0 4 0],3
[0 6 0 4 0 3],5
[6 0 4 0 3 5],2
[0 4 0 3 5 2],6
[4 0 3 5 2 6],14
[0 3 5 2 6 14],18
[3 5 2 6 14 18],41
[5 2 6 14 18 41],38
[2 6 14 18 41 38],45
[6 14 18 41 38 45],90
[14 18 41 38 45 90],121
[18 41 38 45 90 121],142
[41 38 45 90 121 142],226
[38 45 90 121 142 226],271
[45 90 121 142 226 271],274
[90 121 142 226 271 274],302
[121 142 226 271 274 302],223
[142 226 271 274 302 223],198
[226 271 274 302 223 198],186
[271 274 302 223 198 186],169
[274 302 223 198 186 169],149
[302 223 198 186 169 149],118
[223 198 186 169 149 118],125
[198 186 169 149 118 125],91
[186 169 149 118 125 91],106
[169 149 118 125 91 106],101
[149 118 125 91 106 101],92
[118 125 91 106 101 92],116
[125 91 106 101 92 116],98
[91 106 101 92 116 98],99
[106 101 92 116 98 99],121
[101 92 116 98 99 121],77
[92 116 98 99 121 77],126
[116 98 99 121 77 126],93
[98 99 121 77 126 93],91
[99 121 77 126 93 91],91
[121 77 126 93 91 91],82
[77 126 93 91 91 82],79
[126 93 91 91 82 79],81
[93 91 91 82 79 81],88
[91 91 82 79 81 88],69
[91 82 79 81 88 69],96
[82 79 81 88 69 96],111
[79 81 88 69 96 111],110
[81 88 69 96 111 110],105
[88 69 96 111 110 105],85
[69 96 111 110 105 85],120
[96 111 110 105 85 120],84
[111 110 105 85 120 84],74
[110 105 85 120 84 74],86
[105 85 120 84 74 86],73
[85 120 84 74 86 73],115
[120 84 74 86 73 115],114
[84 74 86 73 115 114],92
[74 86 73 115 114 92],90
[86 73 115 114 92 90],89
[73 115 114 92 90 89],94
[115 114 92 90 89 94],98
[114 92 90 89 94 98],66
[92 90 89 94 98 66],46
[90 89 94 98 66 46],82
[89 94 98 66 46 82],80
[94 98 66 46 82 80],58
[98 66 46 82 80 58],59
[66 46 82 80 58 59],48
[46 82 80 58 59 48],55
[82 80 58 59 48 55],40
[80 58 59 48 55 40],50
[58 59 48 55 40 50],32
[59 48 55 40 50 32],31
[48 55 40 50 32 31],31
[55 40 50 32 31 31],43
[40 50 32 31 31 43],20
[50 32 31 31 43 20],27
[32 31 31 43 20 27],20
[31 31 43 20 27 20],23
[31 43 20 27 20 23],12
[43 20 27 20 23 12],15
[20 27 20 23 12 15],11
[11 9 18 15 3 10],13
[9 18 15 3 10 13],8
[18 15 3 10 13 8],2
[15 3 10 13 8 2],1
[3 10 13 8 2 1],2
[10 13 8 2 1 2],4
[13 8 2 1 2 4],17
[8 2 1 2 4 17],11
[2 1 2 4 17 11],2
[1 2 4 17 11 2],8
[2 4 17 11 2 8],4
[4 17 11 2 8 4],6
[17 11 2 8 4 6],4
[11 2 8 4 6 4],8
[2 8 4 6 4 8],7
[8 4 6 4 8 7],24
[4 6 4 8 7 24],17
[6 4 8 7 24 17],27
[4 8 7 24 17 27],45
[8 7 24 17 27 45],54
[7 24 17 27 45 54],90
[24 17 27 45 54 90],112
[17 27 45 54 90 112],158
[27 45 54 90 112 158],236
[45 54 90 112 158 236],262
[54 90 112 158 236 262],281
[90 112 158 236 262 281],300
[112 158 236 262 281 300],262
[158 236 262 281 300 262],226
[236 262 281 300 262 226],203
[262 281 300 262 226 203],187
[281 300 262 226 203 187],162
[300 262 226 203 187 162],118
[262 226 203 187 162 118],144
[226 203 187 162 118 144],108
[203 187 162 118 144 108],111
[187 162 118 144 108 111],110
[162 118 144 108 111 110],103
[118 144 108 111 110 103],80
[144 108 111 110 103 80],98
[108 111 110 103 80 98],110
[111 110 103 80 98 110],109
[110 103 80 98 110 109],103
[103 80 98 110 109 103],83
[80 98 110 109 103 83],96
[98 110 109 103 83 96],100
[110 109 103 83 96 100],104
[109 103 83 96 100 104],73
[103 83 96 100 104 73],81
[83 96 100 104 73 81],97
[96 100 104 73 81 97],87
[100 104 73 81 97 87],89
[104 73 81 97 87 89],75
[73 81 97 87 89 75],111
[81 97 87 89 75 111],113
[97 87 89 75 111 113],127
[87 89 75 111 113 127],91
[89 75 111 113 127 91],100
[75 111 113 127 91 100],79
[111 113 127 91 100 79],98
[113 127 91 100 79 98],83
[127 91 100 79 98 83],107
[91 100 79 98 83 107],109
[100 79 98 83 107 109],119
[79 98 83 107 109 119],83
[98 83 107 109 119 83],89
[83 107 109 119 83 89],93
[107 109 119 83 89 93],101
[109 119 83 89 93 101],66
[119 83 89 93 101 66],95
[83 89 93 101 66 95],81
[89 93 101 66 95 81],82
[93 101 66 95 81 82],62
[101 66 95 81 82 62],62
[66 95 81 82 62 62],56
[95 81 82 62 62 56],37
[81 82 62 62 56 37],48
[82 62 62 56 37 48],42
[62 62 56 37 48 42],47
[62 56 37 48 42 47],41
[56 37 48 42 47 41],41
[37 48 42 47 41 41],31
[48 42 47 41 41 31],36
[42 47 41 41 31 36],26
[47 41 41 31 36 26],24
[41 41 31 36 26 24],33
[41 31 36 26 24 33],19
[31 36 26 24 33 19],19
[36 26 24 33 19 19],24
[26 24 33 19 19 24],15
[10 9 13 6 4 3],5
[9 13 6 4 3 5],5
[13 6 4 3 5 5],8
[6 4 3 5 5 8],3
[4 3 5 5 8 3],3
[3 5 5 8 3 3],2
[5 5 8 3 3 2],3
[5 8 3 3 2 3],4
[8 3 3 2 3 4],5
[3 3 2 3 4 5],2
[3 2 3 4 5 2],7
[2 3 4 5 2 7],4
[3 4 5 2 7 4],8
[4 5 2 7 4 8],13
[5 2 7 4 8 13],5
[2 7 4 8 13 5],13
[7 4 8 13 5 13],20
[4 8 13 5 13 20],29
[8 13 5 13 20 29],41
[13 5 13 20 29 41],57
[5 13 20 29 41 57],71
[13 20 29 41 57 71],129
[20 29 41 57 71 129],146
[29 41 57 71 129 146],214
[41 57 71 129 146 214],264
[57 71 129 146 214 264],255
[71 129 146 214 264 255],295
[129 146 214 264 255 295],213
[146 214 264 255 295 213],162
[214 264 255 295 213 162],199
[264 255 295 213 162 199],170
[255 295 213 162 199 170],141
[295 213 162 199 170 141],97
[213 162 199 170 141 97],141
[162 199 170 141 97 141],114
[199 170 141 97 141 114],100
[170 141 97 141 114 100],125
[141 97 141 114 100 125],84
[97 141 114 100 125 84],108
[141 114 100 125 84 108],128
[114 100 125 84 108 128],106
[100 125 84 108 128 106],118
[125 84 108 128 106 118],100
[84 108 128 106 118 100],114
[108 128 106 118 100 114],105
[128 106 118 100 114 105],97
[106 118 100 114 105 97],103
[118 100 114 105 97 103],104
[100 114 105 97 103 104],87
[114 105 97 103 104 87],93
[105 97 103 104 87 93],87
[97 103 104 87 93 87],83
[103 104 87 93 87 83],83
[104 87 93 87 83 83],100
[87 93 87 83 83 100],120
[93 87 83 83 100 120],129
[87 83 83 100 120 129],111
[83 83 100 120 129 111],83
[83 100 120 129 111 83],119
[100 120 129 111 83 119],119
[120 129 111 83 119 119],116
[129 111 83 119 119 116],115
[111 83 119 119 116 115],91
[83 119 119 116 115 91],92
[119 119 116 115 91 92],85
[119 116 115 91 92 85],106
[116 115 91 92 85 106],117
[115 91 92 85 106 117],113
[91 92 85 106 117 113],92
[92 85 106 117 113 92],80
[85 106 117 113 92 80],104
[106 117 113 92 80 104],85
[117 113 92 80 104 85],98
[113 92 80 104 85 98],74
[92 80 104 85 98 74],63
[80 104 85 98 74 63],65
[104 85 98 74 63 65],36
[85 98 74 63 65 36],40
[98 74 63 65 36 40],38
[74 63 65 36 40 38],42
[63 65 36 40 38 42],44
[65 36 40 38 42 44],42
[36 40 38 42 44 42],38
[40 38 42 44 42 38],47
[38 42 44 42 38 47],46
[42 44 42 38 47 46],18
[44 42 38 47 46 18],31
[42 38 47 46 18 31],35
[38 47 46 18 31 35],29
[47 46 18 31 35 29],31
[20 16 16 22 17 9],19
[16 16 22 17 9 19],14
[16 22 17 9 19 14],9
[22 17 9 19 14 9],14
[17 9 19 14 9 14],6
[9 19 14 9 14 6],12
[19 14 9 14 6 12],6
[14 9 14 6 12 6],6
[9 14 6 12 6 6],6
[14 6 12 6 6 6],4
[6 12 6 6 6 4],7
[12 6 6 6 4 7],8
[6 6 6 4 7 8],6
[6 6 4 7 8 6],7
[6 4 7 8 6 7],6
[4 7 8 6 7 6],14
[7 8 6 7 6 14],13
[8 6 7 6 14 13],7
[6 7 6 14 13 7],11
[7 6 14 13 7 11],24
[6 14 13 7 11 24],39
[14 13 7 11 24 39],29
[13 7 11 24 39 29],22
[7 11 24 39 29 22],34
[11 24 39 29 22 34],52
[24 39 29 22 34 52],60
[39 29 22 34 52 60],62
[29 22 34 52 60 62],62
[22 34 52 60 62 62],82
[34 52 60 62 62 82],112
[52 60 62 62 82 112],108
[60 62 62 82 112 108],108
[62 62 82 112 108 108],108
[62 82 112 108 108 108],121
[82 112 108 108 108 121],92
[112 108 108 108 121 92],126
[108 108 108 121 92 126],133
[108 108 121 92 126 133],110
[108 121 92 126 133 110],117
[121 92 126 133 110 117],114
[92 126 133 110 117 114],135
[126 133 110 117 114 135],120
[133 110 117 114 135 120],105
[110 117 114 135 120 105],110
[117 114 135 120 105 110],110
[114 135 120 105 110 110],108
[135 120 105 110 110 108],93
[120 105 110 110 108 93],100
[105 110 110 108 93 100],121
[110 110 108 93 100 121],89
[110 108 93 100 121 89],90
[108 93 100 121 89 90],93
[93 100 121 89 90 93],84
[100 121 89 90 93 84],96
[121 89 90 93 84 96],85
[89 90 93 84 96 85],79
[90 93 84 96 85 79],81
[93 84 96 85 79 81],89
[84 96 85 79 81 89],76
[96 85 79 81 89 76],64
[85 79 81 89 76 64],74
[79 81 89 76 64 74],100
[81 89 76 64 74 100],81
[89 76 64 74 100 81],77
[76 64 74 100 81 77],74
[64 74 100 81 77 74],70
[74 100 81 77 74 70],95
[100 81 77 74 70 95],98
[81 77 74 70 95 98],85
[77 74 70 95 98 85],96
[74 70 95 98 85 96],109
[70 95 98 85 96 109],72
[95 98 85 96 109 72],77
[98 85 96 109 72 77],69
[85 96 109 72 77 69],61
[96 109 72 77 69 61],52
[109 72 77 69 61 52],50
[72 77 69 61 52 50],35
[77 69 61 52 50 35],35
[69 61 52 50 35 35],27
[61 52 50 35 35 27],34
[52 50 35 35 27 34],42
[50 35 35 27 34 42],32
[35 35 27 34 42 32],36
[35 27 34 42 32 36],47
[27 34 42 32 36 47],29
[34 42 32 36 47 29],40
[42 32 36 47 29 40],33
[32 36 47 29 40 33],39
[36 47 29 40 33 39],23
[32 28 22 21 19 21],20
[28 22 21 19 21 20],12
[22 21 19 21 20 12],12
[21 19 21 20 12 12],13
[19 21 20 12 12 13],17
[21 20 12 12 13 17],10
[20 12 12 13 17 10],10
[12 12 13 17 10 10],9
[12 13 17 10 10 9],14
[13 17 10 10 9 14],6
[17 10 10 9 14 6],6
[10 10 9 14 6 6],1
[10 9 14 6 6 1],10
[9 14 6 6 1 10],2
[14 6 6 1 10 2],9
[6 6 1 10 2 9],6
[6 1 10 2 9 6],15
[1 10 2 9 6 15],10
[10 2 9 6 15 10],8
[2 9 6 15 10 8],13
[9 6 15 10 8 13],9
[6 15 10 8 13 9],13
[15 10 8 13 9 13],20
[10 8 13 9 13 20],18
[8 13 9 13 20 18],19
[13 9 13 20 18 19],25
[9 13 20 18 19 25],37
[13 20 18 19 25 37],34
[20 18 19 25 37 34],33
[18 19 25 37 34 33],52
[19 25 37 34 33 52],44
[25 37 34 33 52 44],59
[37 34 33 52 44 59],70
[34 33 52 44 59 70],88
[33 52 44 59 70 88],56
[52 44 59 70 88 56],81
[44 59 70 88 56 81],79
[59 70 88 56 81 79],72
[70 88 56 81 79 72],90
[88 56 81 79 72 90],100
[56 81 79 72 90 100],109
[81 79 72 90 100 109],107
[79 72 90 100 109 107],76
[72 90 100 109 107 76],84
[90 100 109 107 76 84],81
[100 109 107 76 84 81],98
[109 107 76 84 81 98],96
[107 76 84 81 98 96],72
[76 84 81 98 96 72],83
[84 81 98 96 72 83],105
[81 98 96 72 83 105],66
[98 96 72 83 105 66],69
[96 72 83 105 66 69],66
[72 83 105 66 69 66],81
[83 105 66 69 66 81],59
[105 66 69 66 81 59],78
[66 69 66 81 59 78],84
[69 66 81 59 78 84],66
[66 81 59 78 84 66],61
[81 59 78 84 66 61],73
[59 78 84 66 61 73],69
[78 84 66 61 73 69],90
[84 66 61 73 69 90],63
[66 61 73 69 90 63],80
[61 73 69 90 63 80],73
[73 69 90 63 80 73],66
[69 90 63 80 73 66],62
[90 63 80 73 66 62],56
[63 80 73 66 62 56],77
[80 73 66 62 56 77],71
[73 66 62 56 77 71],71
[66 62 56 77 71 71],60
[62 56 77 71 71 60],41
[56 77 71 71 60 41],42
[77 71 71 60 41 42],33
[71 71 60 41 42 33],42
[71 60 41 42 33 42],54
[60 41 42 33 42 54],23
[41 42 33 42 54 23],21
[42 33 42 54 23 21],23
[33 42 54 23 21 23],20
[42 54 23 21 23 20],29
[54 23 21 23 20 29],21
[23 21 23 20 29 21],17
[21 23 20 29 21 17],17
[23 20 29 21 17 17],13
[20 29 21 17 17 13],11
[29 21 17 17 13 11],22
[21 17 17 13 11 22],12
[17 17 13 11 22 12],9
[8 5 9 8 2 6],7
[5 9 8 2 6 7],2
[9 8 2 6 7 2],2
[8 2 6 7 2 2],6
[2 6 7 2 2 6],5
[6 7 2 2 6 5],6
[7 2 2 6 5 6],2
[2 2 6 5 6 2],0
[2 6 5 6 2 0],1
[6 5 6 2 0 1],5
[5 6 2 0 1 5],3
[6 2 0 1 5 3],1
[2 0 1 5 3 1],4
[0 1 5 3 1 4],6
[1 5 3 1 4 6],5
[5 3 1 4 6 5],15
[3 1 4 6 5 15],17
[1 4 6 5 15 17],29
[4 6 5 15 17 29],32
[6 5 15 17 29 32],53
[5 15 17 29 32 53],73
[15 17 29 32 53 73],107
[17 29 32 53 73 107],151
[29 32 53 73 107 151],229
[32 53 73 107 151 229],267
[53 73 107 151 229 267],282
[73 107 151 229 267 282],289
[107 151 229 267 282 289],221
[151 229 267 282 289 221],216
[229 267 282 289 221 216],217
[267 282 289 221 216 217],172
[282 289 221 216 217 172],132
[289 221 216 217 172 132],111
[221 216 217 172 132 111],123
[216 217 172 132 111 123],100
[217 172 132 111 123 100],100
[172 132 111 123 100 100],99
[132 111 123 100 100 99],97
[111 123 100 100 99 97],85
[123 100 100 99 97 85],98
[100 100 99 97 85 98],111
[100 99 97 85 98 111],92
[99 97 85 98 111 92],98
[97 85 98 111 92 98],90
[85 98 111 92 98 90],90
[98 111 92 98 90 90],87
[111 92 98 90 90 87],92
[92 98 90 90 87 92],75
[98 90 90 87 92 75],89
[90 90 87 92 75 89],94
[90 87 92 75 89 94],85
[87 92 75 89 94 85],87
[92 75 89 94 85 87],113
[75 89 94 85 87 113],116
[89 94 85 87 113 116],112
[94 85 87 113 116 112],109
[85 87 113 116 112 109],108
[87 113 116 112 109 108],82
[113 116 112 109 108 82],92
[116 112 109 108 82 92],99
[112 109 108 82 92 99],93
[109 108 82 92 99 93],98
[108 82 92 99 93 98],82
[82 92 99 93 98 82],102
[92 99 93 98 82 102],85
[99 93 98 82 102 85],68
[93 98 82 102 85 68],74
[98 82 102 85 68 74],81
[82 102 85 68 74 81],72
[102 85 68 74 81 72],69
[85 68 74 81 72 69],61
[68 74 81 72 69 61],65
[74 81 72 69 61 65],52
[81 72 69 61 65 52],60
[72 69 61 65 52 60],44
[69 61 65 52 60 44],34
[61 65 52 60 44 34],48
[65 52 60 44 34 48],38
[52 60 44 34 48 38],31
[60 44 34 48 38 31],30
[44 34 48 38 31 30],24
[34 48 38 31 30 24],29
[48 38 31 30 24 29],29
[38 31 30 24 29 29],29
[31 30 24 29 29 29],26
[30 24 29 29 29 26],15
[24 29 29 29 26 15],14
[29 29 29 26 15 14],15
[29 29 26 15 14 15],10
[29 26 15 14 15 10],3
[3 7 4 3 4 0],4
[7 4 3 4 0 4],1
[4 3 4 0 4 1],2
[3 4 0 4 1 2],2
[4 0 4 1 2 2],5
[0 4 1 2 2 5],1
[4 1 2 2 5 1],6
[1 2 2 5 1 6],3
[2 2 5 1 6 3],1
[2 5 1 6 3 1],0
[5 1 6 3 1 0],4
[1 6 3 1 0 4],2
[6 3 1 0 4 2],2
[3 1 0 4 2 2],5
[1 0 4 2 2 5],10
[0 4 2 2 5 10],11
[4 2 2 5 10 11],22
[2 2 5 10 11 22],33
[2 5 10 11 22 33],36
[5 10 11 22 33 36],59
[10 11 22 33 36 59],80
[11 22 33 36 59 80],107
[22 33 36 59 80 107],156
[33 36 59 80 107 156],215
[36 59 80 107 156 215],251
[59 80 107 156 215 251],305
[80 107 156 215 251 305],295
[107 156 215 251 305 295],211
[156 215 251 305 295 211],194
[215 251 305 295 211 194],196
[251 305 295 211 194 196],178
[305 295 211 194 196 178],145
[295 211 194 196 178 145],120
[211 194 196 178 145 120],114
[194 196 178 145 120 114],99
[196 178 145 120 114 99],113
[178 145 120 114 99 113],94
[145 120 114 99 113 94],90
[120 114 99 113 94 90],111
[114 99 113 94 90 111],89
[99 113 94 90 111 89],84
[113 94 90 111 89 84],86
[94 90 111 89 84 86],102
[90 111 89 84 86 102],105
[111 89 84 86 102 105],88
[89 84 86 102 105 88],79
[84 86 102 105 88 79],91
[86 102 105 88 79 91],90
[102 105 88 79 91 90],82
[105 88 79 91 90 82],83
[88 79 91 90 82 83],101
[79 91 90 82 83 101],88
[91 90 82 83 101 88],83
[90 82 83 101 88 83],97
[82 83 101 88 83 97],121
[83 101 88 83 97 121],110
[101 88 83 97 121 110],110
[88 83 97 121 110 110],82
[83 97 121 110 110 82],98
[97 121 110 110 82 98],114
[121 110 110 82 98 114],94
[110 110 82 98 114 94],109
[110 82 98 114 94 109],102
[82 98 114 94 109 102],105
[98 114 94 109 102 105],98
[114 94 109 102 105 98],91
[94 109 102 105 98 91],102
[109 102 105 98 91 102],80
[102 105 98 91 102 80],75
[105 98 91 102 80 75],90
[98 91 102 80 75 90],109
[91 102 80 75 90 109],67
[102 80 75 90 109 67],60
[80 75 90 109 67 60],68
[75 90 109 67 60 68],57
[90 109 67 60 68 57],45
[109 67 60 68 57 45],38
[67 60 68 57 45 38],30
[60 68 57 45 38 30],44
[68 57 45 38 30 44],91
[57 45 38 30 44 91],44
[45 38 30 44 91 44],31
[38 30 44 91 44 31],34
[30 44 91 44 31 34],25
[44 91 44 31 34 25],27
[91 44 31 34 25 27],23
[44 31 34 25 27 23],20
[31 34 25 27 23 20],7
[34 25 27 23 20 7],10
[25 27 23 20 7 10],8
[5 7 5 10 4 2],3
[7 5 10 4 2 3],1
[5 10 4 2 3 1],3
[10 4 2 3 1 3],1
[4 2 3 1 3 1],3
[2 3 1 3 1 3],1
[3 1 3 1 3 1],2
[1 3 1 3 1 2],0
[3 1 3 1 2 0],6
[1 3 1 2 0 6],1
[3 1 2 0 6 1],5
[1 2 0 6 1 5],7
[2 0 6 1 5 7],6
[0 6 1 5 7 6],6
[6 1 5 7 6 6],7
[1 5 7 6 6 7],18
[5 7 6 6 7 18],15
[7 6 6 7 18 15],31
[6 6 7 18 15 31],32
[6 7 18 15 31 32],55
[7 18 15 31 32 55],68
[18 15 31 32 55 68],123
[15 31 32 55 68 123],185
[31 32 55 68 123 185],233
[32 55 68 123 185 233],263
[55 68 123 185 233 263],293
[68 123 185 233 263 293],265
[123 185 233 263 293 265],249
[185 233 263 293 265 249],216
[233 263 293 265 249 216],191
[263 293 265 249 216 191],132
