loss,mape,val_loss,val_mape
0.04680216684937477,603918.6875,0.02278679795563221,509298.96875
0.022468337789177895,296608.34375,0.02060961350798607,409032.5625
0.020241830497980118,266315.5625,0.01872989907860756,400939.5
0.01813235506415367,262197.9375,0.01671415939927101,361143.1875
0.015293841250240803,249369.828125,0.014253120869398117,402780.28125
0.01247258298099041,233593.453125,0.011005350388586521,338310.4375
0.010145961306989193,210710.25,0.0094003826379776,266133.6875
0.008862227201461792,207592.828125,0.007785637862980366,267457.125
0.00805315375328064,184431.875,0.007151450030505657,247871.109375
0.0075367288663983345,184906.875,0.007238606922328472,224667.78125
0.007062596268951893,168282.640625,0.0070450627245008945,204469.34375
0.006582970730960369,176555.484375,0.005917966365814209,212802.71875
0.0061922878958284855,148858.59375,0.005386911332607269,206621.078125
0.005757508333772421,155102.78125,0.005224280990660191,184917.09375
0.005464682821184397,144168.484375,0.004913602955639362,181004.140625
0.005041786003857851,146020.484375,0.004430451430380344,202777.46875
0.004673980642110109,146864.921875,0.00434225145727396,169294.234375
0.004401151090860367,118239.0078125,0.004182418808341026,165532.5
0.004175520036369562,121098.2890625,0.004320981912314892,181519.515625
0.003835416631773114,108132.328125,0.0034335823729634285,147417.8125
0.003602162003517151,127409.859375,0.0031947940587997437,140184.65625
0.003356591332703829,129180.359375,0.003275644965469837,118369.9609375
0.0033024530857801437,97863.234375,0.002996951574459672,132213.390625
0.003126674797385931,94395.921875,0.0033039869740605354,126011.4453125
0.0029990694019943476,90269.1015625,0.002662775805220008,117016.7421875
0.002863505622372031,99522.9609375,0.002798232017084956,92251.5
0.0028036432340741158,92392.40625,0.0025843840558081865,99564.0546875
0.002707207575440407,91467.3984375,0.0025681171100586653,93602.78125
0.002707658102735877,78577.1015625,0.002583317458629608,84094.125
0.002654745476320386,88225.4765625,0.00253668031655252,99467.3359375
0.0026827093679457903,99137.2109375,0.0026584784500300884,81386.5
0.0026468925643712282,81310.3203125,0.002522245282307267,87017.75
0.002616377780213952,93746.078125,0.0024610906839370728,93201.609375
0.002591958036646247,78814.4921875,0.0025076265446841717,82144.4453125
0.002610190538689494,76780.2890625,0.002461823634803295,92710.015625
0.002546902047470212,74118.65625,0.0023185175377875566,86672.75
0.002569673117250204,94087.484375,0.002312791533768177,91989.7578125
0.002480139723047614,86440.7265625,0.0023721831385046244,89106.390625
0.002504640491679311,78046.0234375,0.002308738650754094,89528.84375
0.0024682264775037766,71572.578125,0.0024566976353526115,77395.6953125
0.0024881092831492424,73748.2578125,0.0023433775641024113,87140.796875
0.002515400294214487,88767.1875,0.0022921080235391855,85894.8828125
0.002493635518476367,82900.9609375,0.0023978345561772585,73574.0078125
0.002428323496133089,79632.890625,0.002338915131986141,76708.046875
0.0024675102904438972,82813.8515625,0.002538417698815465,75019.4453125
0.002379634417593479,67488.1484375,0.0025194643530994654,69462.7734375
0.002425125800073147,76643.7109375,0.0024191944394260645,72310.53125
0.002377339405938983,81455.9453125,0.0022995336912572384,76479.8828125
0.002421213313937187,87732.71875,0.0023793636355549097,72061.9921875
0.0023468267172574997,72086.015625,0.0023172113578766584,85834.6953125
0.00232542771846056,75473.7265625,0.0022476445883512497,72602.6171875
0.002340454375371337,80329.28125,0.0023405372630804777,69505.9296875
0.0023468153085559607,77192.4765625,0.002399579156190157,82120.8828125
0.002346059773117304,80012.5390625,0.0023626519832760096,76928.390625
0.0022933660075068474,80710.2890625,0.002360584679991007,76842.6171875
0.0023133514914661646,61826.2734375,0.002275696489959955,76029.6328125
0.0023008035495877266,74490.015625,0.002434489782899618,70275.828125
0.0022756983526051044,74999.90625,0.002269300166517496,68648.3046875
0.002319202059879899,83552.3984375,0.0022959383204579353,66104.328125
0.002303474582731724,77054.7734375,0.0023299953900277615,67153.8984375
0.0023025386035442352,82254.078125,0.002305209171026945,73620.203125
0.0023081658873707056,68140.859375,0.002232184400781989,74728.34375
0.002308252500370145,75239.65625,0.0023175568785518408,69285.8359375
0.0022806753404438496,81517.8984375,0.00217933626845479,77116.109375
0.0022605203557759523,71663.3828125,0.002203933661803603,71129.046875
0.002252317499369383,63506.64453125,0.0022777998819947243,74118.734375
0.0022893957793712616,95172.671875,0.00218015699647367,70095.8359375
0.002243460388854146,70709.578125,0.00222072028554976,75236.4453125
0.0022489712573587894,71863.3046875,0.0023274109698832035,62940.1484375
0.002244513249024749,67161.328125,0.0022856700234115124,66150.953125
0.0021992051042616367,67617.8828125,0.0025527349207550287,70989.5859375
0.0022680305410176516,76429.5703125,0.002212937455624342,64239.46484375
0.0021851372439414263,69092.8203125,0.0022138238418847322,63828.6171875
0.0022228616289794445,78221.4765625,0.002322562038898468,63127.1328125
0.0022079870104789734,72119.234375,0.002281804336234927,71096.90625
0.0021843304857611656,69935.34375,0.00225030817091465,63268.015625
0.0021605626679956913,71825.0546875,0.0023600803688168526,60844.7265625
0.002191070234403014,70427.2421875,0.002200461458414793,66449.8671875
0.0021769055165350437,70388.4765625,0.002196218352764845,64558.21484375
0.0022075772285461426,64097.39453125,0.0023853278253227472,66270.46875
0.002125108614563942,58876.52734375,0.002289006020873785,60941.3515625
0.002207500394433737,64988.0390625,0.002198172267526388,68450.6953125
0.002157466486096382,68181.9921875,0.0021680223289877176,71387.71875
0.0021241127979010344,68389.59375,0.0022125111427158117,63414.93359375
0.002161680953577161,65661.03125,0.002329758368432522,63808.7109375
0.0021485774777829647,63413.02734375,0.002461794763803482,65701.9296875
0.0021913941018283367,68675.9296875,0.0022775628603994846,73088.4921875
0.0021353615447878838,70438.9609375,0.0021282208617776632,72773.015625
0.0021543968468904495,69159.78125,0.0022747782059013844,65369.91015625
0.0021685236133635044,63633.90234375,0.002185033867135644,62670.9296875
0.002147890627384186,63660.29296875,0.0021281407680362463,72168.1171875
0.0021773576736450195,75453.5703125,0.002168253529816866,66076.3515625
0.0021096523851156235,78046.5078125,0.002138859825208783,68308.109375
