loss,mape,val_loss,val_mape
0.04567893594503403,1333984.125,0.02017124556005001,1339398.125
0.01620004139840603,604200.3125,0.01649140566587448,1003130.75
0.013043508864939213,543436.8125,0.013679289259016514,899538.9375
0.010590198449790478,512928.875,0.010913500562310219,937678.75
0.008789435029029846,486124.8125,0.008944441564381123,923614.875
0.007422929164022207,485924.53125,0.007502351887524128,949480.75
0.006521498318761587,449051.03125,0.006722311023622751,897422.625
0.006076531484723091,474984.09375,0.006468885578215122,939393.75
0.005773973185569048,448150.90625,0.006141655147075653,856091.375
0.005746523384004831,440379.53125,0.005719406064599752,865836.3125
0.005536940414458513,454824.75,0.005535035394132137,882034.375
0.005302089732140303,410252.15625,0.005567189771682024,815691.5
0.005256215576082468,450633.90625,0.005209783557802439,851097.125
0.0051240441389381886,427422.34375,0.005084619391709566,825733.25
0.004989825654774904,427688.09375,0.00502675911411643,790052.8125
0.004910746589303017,407448.46875,0.004883414600044489,823184.0
0.004834076389670372,433953.0,0.004768341779708862,810622.0
0.004810226149857044,388805.875,0.0047172182239592075,783353.25
0.004755108617246151,406611.0625,0.00464926240965724,801398.5625
0.004673910792917013,388779.0,0.004727241583168507,768145.75
0.004715186543762684,417928.78125,0.0045491294004023075,758918.75
0.004560442175716162,394707.25,0.004567959811538458,744496.25
0.004549676552414894,391090.96875,0.00438716309145093,780329.6875
0.004491070285439491,384178.375,0.0043302420526742935,765102.75
0.004476624075323343,377490.0625,0.004295043647289276,753600.0
0.004434983246028423,379596.5,0.004537586588412523,704244.625
0.004341335501521826,381362.75,0.004229715093970299,725419.5625
0.004307860508561134,389925.34375,0.004484190139919519,794529.25
0.004290902521461248,376911.375,0.004149906802922487,733725.5625
0.004272111225873232,354873.34375,0.004091028124094009,729311.1875
0.004266165662556887,372106.78125,0.004121570382267237,690392.75
0.004192070569843054,362219.28125,0.0041102753020823,662996.5
0.004184567369520664,369503.8125,0.004097453784197569,671990.375
0.004159118514508009,351759.5,0.00397484702989459,693053.375
0.004056648351252079,350763.6875,0.003917544148862362,695577.0
0.004107671324163675,350313.53125,0.00397628266364336,700127.3125
0.004036880098283291,347105.375,0.0038972680922597647,682594.0625
0.004000816959887743,319874.46875,0.003868961241096258,650737.375
0.003965460695326328,319613.375,0.003853472415357828,641592.75
0.003962317481637001,337415.1875,0.00379169755615294,649690.6875
0.003925064112991095,327020.4375,0.003844289807602763,612541.5625
0.0039000806864351034,318503.6875,0.0038712862879037857,670369.3125
0.003927095327526331,316493.625,0.003751159645617008,635677.0
0.003801151877269149,307432.0,0.003843501675873995,667418.5
0.0038698718417435884,298342.625,0.0037494152784347534,584902.0
0.0038842149078845978,310612.9375,0.003893702058121562,637242.25
0.003843381069600582,311266.28125,0.0037516148295253515,589174.0
0.0038345567882061005,307329.4375,0.00399116612970829,569952.25
0.0037872917018830776,305050.375,0.003696042113006115,569471.0
0.003801146289333701,299485.0625,0.0036438677925616503,591753.25
0.0037495058495551348,301384.75,0.0037361658178269863,533410.1875
0.0037664740812033415,297716.875,0.003747843438759446,550159.3125
0.003749541472643614,281107.96875,0.003655394772067666,557802.9375
0.0037030780222266912,287100.28125,0.003651857376098633,551068.6875
0.0037444313056766987,280780.0,0.0037164215464144945,528518.3125
0.003699308028444648,286147.6875,0.003630062798038125,543782.1875
0.0036818948574364185,279598.65625,0.003632577834650874,563255.0625
0.003737916238605976,285398.28125,0.003649848746135831,513773.78125
0.0037029627710580826,285695.65625,0.003621032927185297,521373.28125
0.0036765155382454395,284982.96875,0.003816780634224415,501322.90625
0.00364587246440351,277775.3125,0.0036004437133669853,530896.75
0.0036987531930208206,279265.78125,0.003707686671987176,498143.65625
0.0036270199343562126,266335.6875,0.0035511329770088196,542866.3125
0.0036123828031122684,278849.25,0.0036400652024894953,493780.59375
0.0036164093762636185,272704.78125,0.0035840673372149467,511417.53125
0.0035817287862300873,259807.78125,0.0036753739695996046,475371.8125
0.003588316962122917,264518.21875,0.0037009718362241983,495753.59375
0.0035791730042546988,287641.25,0.003492601215839386,541373.6875
